text,label
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Biri bana dokundu ve çok korktum.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Bana 'aptal' dedi.,duygusal
Babamla sinemaya gittik.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Bugün parkta çok eğlendim.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Arkadaşlarımla oyun oynadım.,normal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Kitap okudum ve çok sevdim.,normal
Birisi bana garip şeyler gösterdi.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Annemle birlikte kek yaptık.,normal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Bugün parkta çok eğlendim.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Beni rahatsız eden sorular sordu.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Beni okuldan almayı unuttular.,ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Korkuyorum çünkü bağırıyorlar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Arkadaşlarımla oyun oynadım.,normal
Yeni kalem kutumu çok sevdim.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Babam bana tokat attı.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Zorla beni öpmeye çalıştı.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Kimse bana yemek yapmadı.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Babamla sinemaya gittik.,normal
Annemle birlikte kek yaptık.,normal
Beni rahatsız eden sorular sordu.,cinsel
Karnım aç ama evde kimse yok.,ihmal
Vurunca duvara çarptım.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Kimse bana yemek yapmadı.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Bugün yine beni aşağıladılar.,duygusal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Karnım aç ama evde kimse yok.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Çok hastaydım ama doktora gitmedik.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Pikniğe gittik ve top oynadık.,normal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bana kötü yerlerinden bahsetti.,cinsel
Bugün parkta çok eğlendim.,normal
Pikniğe gittik ve top oynadık.,normal
Gizli bir şekilde odama geldi.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Beni sürekli eleştiriyor.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bugün yine beni aşağıladılar.,duygusal
Arkadaşlarımla oyun oynadım.,normal
Yeni kalem kutumu çok sevdim.,normal
Ağabeyim beni yere itti.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Ağabeyim beni yere itti.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bugün yine beni aşağıladılar.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Babam bana tokat attı.,fiziksel
Beni okuldan almayı unuttular.,ihmal
Karnım aç ama evde kimse yok.,ihmal
Herkes bana kötü davranıyor.,duygusal
Bir yetişkin beni sertçe itti.,fiziksel
Çok hastaydım ama doktora gitmedik.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Kitap okudum ve çok sevdim.,normal
Kitap okudum ve çok sevdim.,normal
Saçımı çekti ve bağırdı.,fiziksel
Ağabeyim beni yere itti.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Beni rahatsız eden sorular sordu.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Odam çok kirli ama yardım eden yok.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Babam bana tokat attı.,fiziksel
Bugün parkta çok eğlendim.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Babamla sinemaya gittik.,normal
Babamla sinemaya gittik.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Kimse bana yemek yapmadı.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Vurunca duvara çarptım.,fiziksel
Zorla beni öpmeye çalıştı.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Babam bana tokat attı.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Vurunca duvara çarptım.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Bana 'aptal' dedi.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Babamla sinemaya gittik.,normal
Karnım aç ama evde kimse yok.,ihmal
Bugün parkta çok eğlendim.,normal
Yeni kalem kutumu çok sevdim.,normal
Ağabeyim beni yere itti.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Beni sürekli eleştiriyor.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Kardeşimle lego oynadım.,normal
Bana 'aptal' dedi.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
Kardeşimle lego oynadım.,normal
Kitap okudum ve çok sevdim.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Beni okuldan almayı unuttular.,ihmal
Herkes bana kötü davranıyor.,duygusal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Beni sürekli eleştiriyor.,duygusal
Kardeşimle lego oynadım.,normal
Beni rahatsız eden sorular sordu.,cinsel
Bana kötü yerlerinden bahsetti.,cinsel
Kitap okudum ve çok sevdim.,normal
Bana 'aptal' dedi.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Babamla sinemaya gittik.,normal
Annemle birlikte kek yaptık.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Kardeşimle lego oynadım.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bana hiç sarılmıyorlar.,ihmal
Bana hiç sarılmıyorlar.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Kardeşimle lego oynadım.,normal
Beni okuldan almayı unuttular.,ihmal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
Beni okuldan almayı unuttular.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Beni sürekli eleştiriyor.,duygusal
Kitap okudum ve çok sevdim.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Vurunca duvara çarptım.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Pikniğe gittik ve top oynadık.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Bir yetişkin beni sertçe itti.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Kardeşimle lego oynadım.,normal
Biri bana dokundu ve çok korktum.,cinsel
Karnım aç ama evde kimse yok.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Pikniğe gittik ve top oynadık.,normal
Kitap okudum ve çok sevdim.,normal
Bugün parkta çok eğlendim.,normal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Beni okuldan almayı unuttular.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Saçımı çekti ve bağırdı.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Yeni kalem kutumu çok sevdim.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Annemle birlikte kek yaptık.,normal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Bana hiç sarılmıyorlar.,ihmal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Bugün parkta çok eğlendim.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bana 'aptal' dedi.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bana hiç sarılmıyorlar.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Bugün bütün gün evde yalnızdım.,ihmal
Herkes bana kötü davranıyor.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Beni okuldan almayı unuttular.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Vurunca duvara çarptım.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Karnım aç ama evde kimse yok.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Karnım aç ama evde kimse yok.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Zorla beni öpmeye çalıştı.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Babamla sinemaya gittik.,normal
Kitap okudum ve çok sevdim.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Vurunca duvara çarptım.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Bana kötü yerlerinden bahsetti.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Kardeşimle lego oynadım.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
Kitap okudum ve çok sevdim.,normal
Öğretmenim bana vurdu.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Annemle birlikte kek yaptık.,normal
Ağabeyim beni yere itti.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Pikniğe gittik ve top oynadık.,normal
Kardeşimle lego oynadım.,normal
Kitap okudum ve çok sevdim.,normal
Kendimi çok değersiz hissediyorum.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Kıyafetimi çıkarmamı istedi.,cinsel
Beni okuldan almayı unuttular.,ihmal
Zorla beni öpmeye çalıştı.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Zorla beni öpmeye çalıştı.,cinsel
Beni rahatsız eden sorular sordu.,cinsel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Kardeşimle lego oynadım.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Annemle birlikte kek yaptık.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni sürekli eleştiriyor.,duygusal
Babamla sinemaya gittik.,normal
Bana hiç sarılmıyorlar.,ihmal
Bugün parkta çok eğlendim.,normal
Arkadaşlarımla oyun oynadım.,normal
Babamla sinemaya gittik.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Kitap okudum ve çok sevdim.,normal
Babam bana tokat attı.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Herkes bana kötü davranıyor.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Bana kötü yerlerinden bahsetti.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Babamla sinemaya gittik.,normal
Bana kötü yerlerinden bahsetti.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Bana kötü yerlerinden bahsetti.,cinsel
Ağabeyim beni yere itti.,fiziksel
Bugün parkta çok eğlendim.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Kitap okudum ve çok sevdim.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Bana kötü yerlerinden bahsetti.,cinsel
Babam bana tokat attı.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Zorla beni öpmeye çalıştı.,cinsel
Bugün parkta çok eğlendim.,normal
Ağabeyim beni yere itti.,fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bana hiç sarılmıyorlar.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Babam bana tokat attı.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Beni okuldan almayı unuttular.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
Bugün parkta çok eğlendim.,normal
Birisi bana garip şeyler gösterdi.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Kitap okudum ve çok sevdim.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Kardeşimle lego oynadım.,normal
Yeni kalem kutumu çok sevdim.,normal
Beni sürekli eleştiriyor.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
Kimse bana yemek yapmadı.,ihmal
Kıyafetimi çıkarmamı istedi.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Annemle birlikte kek yaptık.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Herkes bana kötü davranıyor.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Gizli bir şekilde odama geldi.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Birisi bana garip şeyler gösterdi.,cinsel
Öğretmenim bana vurdu.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Bana hiç sarılmıyorlar.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Odam çok kirli ama yardım eden yok.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Gizli bir şekilde odama geldi.,cinsel
Odam çok kirli ama yardım eden yok.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Kıyafetimi çıkarmamı istedi.,cinsel
Kitap okudum ve çok sevdim.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Beni okuldan almayı unuttular.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bana hiç sarılmıyorlar.,ihmal
Bana 'aptal' dedi.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bana hiç sarılmıyorlar.,ihmal
Bugün yine beni aşağıladılar.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Pikniğe gittik ve top oynadık.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Beni okuldan almayı unuttular.,ihmal
Karnım aç ama evde kimse yok.,ihmal
Çok hastaydım ama doktora gitmedik.,ihmal
Çok hastaydım ama doktora gitmedik.,ihmal
Ağabeyim beni yere itti.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Bana 'aptal' dedi.,duygusal
Kıyafetimi çıkarmamı istedi.,cinsel
Vurunca duvara çarptım.,fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Beni okuldan almayı unuttular.,ihmal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Annemle birlikte kek yaptık.,normal
Zorla beni öpmeye çalıştı.,cinsel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Arkadaşlarımla oyun oynadım.,normal
Kimse bana yemek yapmadı.,ihmal
Karnım aç ama evde kimse yok.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Gizli bir şekilde odama geldi.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Bugün yine beni aşağıladılar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bir yetişkin beni sertçe itti.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Arkadaşlarımla oyun oynadım.,normal
Zorla beni öpmeye çalıştı.,cinsel
Beni okuldan almayı unuttular.,ihmal
Herkes bana kötü davranıyor.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Karnım aç ama evde kimse yok.,ihmal
Babamla sinemaya gittik.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Pikniğe gittik ve top oynadık.,normal
Gizli bir şekilde odama geldi.,cinsel
Bana kötü yerlerinden bahsetti.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Arkadaşlarımla oyun oynadım.,normal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Herkes bana kötü davranıyor.,duygusal
Bugün parkta çok eğlendim.,normal
Çok hastaydım ama doktora gitmedik.,ihmal
Oyun oynamak bahanesiyle bana dokundu.,cinsel
